model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency,delta_aic,delta_bic,best_aic,best_bic
pvl_delta,95,14,Fridberg,125.06154299702195,-125.06154299702195,258.1230859940439,268.33859356044604,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,310,40,32,0.4292604043232181,,0.22054015131443305,0.13027642470140335,0.8879752719036452,0.0,0.0,True,True
q_learning,95,14,Fridberg,131.6979643063897,-131.6979643063897,267.3959286127794,272.5036823959805,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,3.0,,,,9.272842618735524,4.165088835534448,False,False
pvl_delta,95,15,Fridberg,118.7793198568438,-118.7793198568438,245.5586397136876,255.77414728008975,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,400,47,32,0.0005339426948335776,,0.8369583120694685,1.328750913884244,4.9999997990065195,3.0003014295746766,8.108055212775753,False,False
q_learning,95,15,Fridberg,119.27916914205646,-119.27916914205646,242.55833828411292,247.666092067314,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93,22,1,0.006905257265116397,20.0,,,,0.0,0.0,True,True
pvl_delta,100,1,Horstmann,128.05975738310855,-128.05975738310855,264.1195147662171,274.54019551016944,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,600,72,32,0.0801539349108215,,1.1229792734760968,0.18986331050215918,1.3716946701200132,0.0,0.0,True,True
q_learning,100,1,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,17.139357457761264,11.92901708578512,False,False
pvl_delta,100,2,Horstmann,129.64789660093194,-129.64789660093194,267.2957932018639,277.71647394581623,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,27,32,0.0003573647026335134,,1e-06,1.963479325904067,4.824636233754667,0.0,0.0,True,True
q_learning,100,2,Horstmann,137.25973525305702,-137.25973525305702,278.51947050611403,283.72981087809023,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,13,1,0.4585777274361746,0.16125124182977046,,,,11.223677304250145,6.013336932274001,False,False
pvl_delta,100,3,Horstmann,123.57198784036696,-123.57198784036696,255.14397568073392,265.5646564246863,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,615,85,32,0.07064661256989148,,0.30555502617689945,1e-06,1.3326096393250169,0.0,0.0,True,True
q_learning,100,3,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,26.11489654324444,20.90455617126827,False,False
pvl_delta,100,4,Horstmann,133.8478949501579,-133.8478949501579,275.6957899003158,286.11647064426813,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,430,46,32,0.5655761292244448,,1e-06,2.320430720932509,0.29532350231073096,0.0,3.729742264815343,True,False
q_learning,100,4,Horstmann,136.5881940037383,-136.5881940037383,277.1763880074766,282.3867283794528,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,141,26,1,0.0025405789492187565,19.612612715863396,,,,1.4805981071608016,0.0,False,True
pvl_delta,100,5,Horstmann,122.32312122581436,-122.32312122581436,252.64624245162872,263.06692319558107,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155,24,32,0.9410173616542623,,1e-06,0.610527259587246,0.6253493018790595,0.0,0.0,True,True
q_learning,100,5,Horstmann,134.9042812241311,-134.9042812241311,273.8085624482622,279.0189028202384,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,14,1,0.23952381554640803,0.5056694489732828,,,,21.16231999663347,15.951979624657326,False,False
pvl_delta,100,6,Horstmann,81.29523914761411,-81.29523914761411,170.59047829522822,181.0111590391806,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,530,68,32,0.08177880349764226,,2.0,1e-06,1.4021587220494451,0.0,0.0,True,True
q_learning,100,6,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,110.66839392875013,105.45805355677396,False,False
pvl_delta,100,7,Horstmann,120.6077709818393,-120.6077709818393,249.2155419636786,259.63622270763096,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,355,45,32,0.44073764285563954,,0.16344591893640323,0.04261601132572833,1.0313080412494515,0.0,0.0,True,True
q_learning,100,7,Horstmann,134.74407430261175,-134.74407430261175,273.4881486052235,278.6984889771997,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,42,7,1,0.4916023877948608,0.3167675465280585,,,,24.27260664154491,19.062266269568738,False,False
pvl_delta,100,8,Horstmann,138.62943611198918,-138.62943611198918,285.25887222397836,295.6795529679307,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,10,1,32,1e-06,,1e-06,1e-06,0.0,4.0,9.210340371976145,False,False
q_learning,100,8,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,9,Horstmann,109.40651777437282,-109.40651777437282,226.81303554874563,237.233716292698,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,555,69,32,0.40184271047245634,,0.017384689185914057,0.20207574811331683,1.1967551930647657,0.0,0.0,True,True
q_learning,100,9,Horstmann,130.09829722861744,-130.09829722861744,264.1965944572349,269.4069348292111,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,11,1,0.7861775864055653,0.33132217971869066,,,,37.38355890848925,32.173218536513076,False,False
pvl_delta,100,10,Horstmann,109.98034691714994,-109.98034691714994,227.9606938342999,238.38137457825226,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,755,110,32,0.8166824297063469,,1.118792931184479,0.01627464345081602,1.078062505701873,0.0,0.0,True,True
q_learning,100,10,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,53.29817838967847,48.087838017702296,False,False
pvl_delta,100,11,Horstmann,138.62943611185077,-138.62943611185077,285.25887222370153,295.6795529676539,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,2,32,1e-06,,1.4659738980952035,1e-06,1.4851038917029643e-06,3.9999999997231726,9.210340371699317,False,False
q_learning,100,11,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,12,Horstmann,138.62943610423983,-138.62943610423983,285.25887220847966,295.679552952432,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,2,32,1e-06,,1e-06,3.275900231188192,6.173186524688921e-05,10.08066937575336,15.291009747729504,False,False
q_learning,100,12,Horstmann,135.58910141636315,-135.58910141636315,275.1782028327263,280.3885432047025,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,69,16,1,1.0,0.13774614039542363,,,,0.0,0.0,True,True
pvl_delta,100,13,Horstmann,85.75444557212408,-85.75444557212408,179.50889114424817,189.92957188820054,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,320,42,32,0.999999,,1e-06,0.8419036938789676,0.8692261221596738,0.0,0.0,True,True
q_learning,100,13,Horstmann,116.89413830369419,-116.89413830369419,237.78827660738838,242.99861697936456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,9,1,1.0,0.5075019307405745,,,,58.279385463140216,53.069045091164014,False,False
pvl_delta,100,14,Horstmann,122.71241046574521,-122.71241046574521,253.42482093149042,263.8455016754428,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,385,47,32,0.8892922733411718,,0.5097891290258082,0.6974879726680709,0.5550740176389302,0.0,0.0,True,True
q_learning,100,14,Horstmann,128.75004718262798,-128.75004718262798,261.50009436525596,266.71043473723216,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,11,1,1.0,0.22047290643275422,,,,8.075273433765545,2.8649330617893725,False,False
pvl_delta,100,15,Horstmann,138.62943588292111,-138.62943588292111,285.25887176584223,295.6795525097946,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,2,32,1e-06,,1e-06,10.0,0.0013271015008994214,10.300114648746217,15.510455020722361,False,False
q_learning,100,15,Horstmann,135.479378558548,-135.479378558548,274.958757117096,280.1690974890722,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,18,1,0.702622687815788,0.18558418385866393,,,,0.0,0.0,True,True
pvl_delta,100,16,Horstmann,109.74745750044175,-109.74745750044175,227.4949150008835,237.91559574483588,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95,16,32,0.999999,,1e-06,4.236032885861794,0.3377380812924779,0.0,0.0,True,True
q_learning,100,16,Horstmann,133.76244910062118,-133.76244910062118,271.52489820124237,276.73523857321857,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105,24,1,0.004162692781901764,19.416534739320383,,,,44.029983200358856,38.81964282838268,False,False
pvl_delta,100,17,Horstmann,92.64094992635962,-92.64094992635962,193.28189985271925,203.70258059667162,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,420,53,32,0.39738105521107114,,2.0,1e-06,1.1716331895126315,0.0,0.0,True,True
q_learning,100,17,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,87.97697237125911,82.76663199928294,False,False
pvl_delta,100,18,Horstmann,62.86111513830293,-62.86111513830293,133.72223027660584,144.14291102055822,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,105,17,32,0.4651620937766746,,0.0314480380934785,1e-06,1.8280121024016256,0.0,0.0,True,True
q_learning,100,18,Horstmann,123.1228653584368,-123.1228653584368,250.2457307168736,255.45607108884977,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,9,1,1.0,0.2817434836204844,,,,116.52350044026775,111.31316006829155,False,False
pvl_delta,100,19,Horstmann,129.4581663649191,-129.4581663649191,266.9163327298382,277.33701347379053,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,820,108,32,0.6572004680110898,,1.0618362360844429,0.003955491589071953,0.8013917675504145,0.0,0.0,True,True
q_learning,100,19,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,14.34253949414017,9.132199122164025,False,False
pvl_delta,100,20,Horstmann,114.00463901307265,-114.00463901307265,236.0092780261453,246.42995877009767,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,695,90,32,0.2107432041785176,,1e-06,1.220887115225919,1.0271197730952817,0.0,0.0,True,True
q_learning,100,20,Horstmann,134.03026095452765,-134.03026095452765,272.0605219090553,277.2708622810315,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,5,1,0.8197344532067766,0.2575544098894664,,,,36.05124388291,30.840903510933828,False,False
pvl_delta,100,21,Horstmann,138.62943611014464,-138.62943611014464,285.2588722202893,295.6795529642416,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,2,32,1e-06,,1e-06,1e-06,2.5729345503571463e-05,3.999999996310919,9.210340368287063,False,False
q_learning,100,21,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,22,Horstmann,129.83876835654488,-129.83876835654488,267.67753671308975,278.0982174570421,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,420,55,32,0.0002204296188359623,,0.07206494062914454,3.3890113714913586,4.954361346239686,0.0,0.0,True,True
q_learning,100,22,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,13.581335510888607,8.370995138912463,False,False
pvl_delta,100,23,Horstmann,133.0626815967421,-133.0626815967421,274.1253631934842,284.54604393743654,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,11,32,0.00023555234290165055,,0.5912151287422112,1e-06,4.724388598316106,0.0,0.0,True,True
q_learning,100,23,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,7.133509030494167,1.9231686585180228,False,False
pvl_delta,100,24,Horstmann,138.6294361116319,-138.6294361116319,285.2588722232638,295.6795529672161,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,2,32,1e-06,,1e-06,1e-06,4.870311841546996e-06,3.9999999992854214,9.210340371261566,False,False
q_learning,100,24,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,25,Horstmann,98.85264104720837,-98.85264104720837,205.70528209441673,216.1259628383691,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,340,36,32,0.0016853854775692569,,1.3251232721828317,0.4935710920519095,5.0,0.0,0.0,True,True
q_learning,100,25,Horstmann,104.123881591542,-104.123881591542,212.247763183084,217.45810355506018,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,14,1,0.013284447453421664,20.0,,,,6.542481088667273,1.3321407166910717,False,False
pvl_delta,100,26,Horstmann,103.55761453724921,-103.55761453724921,215.11522907449842,225.5359098184508,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,215,25,32,0.16034316979066945,,0.7845385613815573,0.6518713449377063,1.3603087458420138,0.0,2.224014480596736,True,False
q_learning,100,26,Horstmann,107.05077748293894,-107.05077748293894,218.10155496587788,223.31189533785405,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,11,1,0.12401117969130968,2.2962296122795207,,,,2.9863258913794652,0.0,False,True
pvl_delta,100,27,Horstmann,138.62943611181754,-138.62943611181754,285.2588722236351,295.6795529675874,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,2,32,1e-06,,1e-06,1e-06,3.4318426993793402e-06,3.9999999996567226,9.210340371632867,False,False
q_learning,100,27,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,28,Horstmann,107.40115526599511,-107.40115526599511,222.80231053199023,233.2229912759426,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,525,70,32,0.013627548662003556,,1e-06,0.7664810356981039,2.1495284114705795,0.0,0.0,True,True
q_learning,100,28,Horstmann,121.70544388560755,-121.70544388560755,247.4108877712151,252.62122814319127,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78,19,1,0.007295400749971288,20.0,,,,24.60857723922487,19.39823686724867,False,False
pvl_delta,100,29,Horstmann,138.62943604726343,-138.62943604726343,285.25887209452685,295.6795528384792,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,2,32,1e-06,,1e-06,1e-06,0.00044622710034640354,3.9999998705484927,9.210340242524637,False,False
q_learning,100,29,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,30,Horstmann,122.90705279819214,-122.90705279819214,253.81410559638428,264.23478634033665,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230,31,32,0.18524519657102959,,0.01842950762038211,2.4366970058108555,0.8125990880504733,0.0,0.0,True,True
q_learning,100,30,Horstmann,136.5369748669231,-136.5369748669231,277.0739497338462,282.2842901058224,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,10,1,1.0,0.14732703104279077,,,,23.259844137461897,18.049503765485724,False,False
pvl_delta,100,31,Horstmann,119.26388872940228,-119.26388872940228,246.52777745880456,256.9484582027569,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,360,42,32,0.0004897738105455618,,0.4712802822932119,6.485042085567394,4.094848171070724,0.0,1.4340918752698144,True,False
q_learning,100,31,Horstmann,123.15201297775546,-123.15201297775546,250.30402595551092,255.5143663274871,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78,20,1,0.008192037450765619,20.0,,,,3.7762484967063585,0.0,False,True
pvl_delta,100,32,Horstmann,138.62943611077628,-138.62943611077628,285.25887222155256,295.6795529655049,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2,32,1e-06,,1e-06,1e-06,1.6174899052804248e-05,6.630065221408415,11.84040559338456,False,False
q_learning,100,32,Horstmann,137.31440350007207,-137.31440350007207,278.62880700014415,283.83914737212035,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,174,41,1,0.0016847506897399937,19.798686464239612,,,,0.0,0.0,True,True
pvl_delta,100,33,Horstmann,64.26654492890546,-64.26654492890546,136.53308985781092,146.9537706017633,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,450,54,32,0.8154714076669548,,0.24827527662137958,0.26270521591390944,1.4146916115848722,0.0,0.0,True,True
q_learning,100,33,Horstmann,107.97952904915036,-107.97952904915036,219.95905809830072,225.1693984702769,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,1,1.0,0.5991762439106992,,,,83.4259682404898,78.2156278685136,False,False
pvl_delta,100,34,Horstmann,104.74701598598217,-104.74701598598217,217.49403197196435,227.91471271591672,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,10,32,0.7713703552183092,,0.4635047496508004,1e-06,1.129217752058329,0.0,0.0,True,True
q_learning,100,34,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,63.76484025201401,58.55449988003784,False,False
pvl_delta,100,35,Horstmann,138.62943611198918,-138.62943611198918,285.25887222397836,295.6795529679307,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,10,1,32,1e-06,,1e-06,1e-06,0.0,4.0,9.210340371976145,False,False
q_learning,100,35,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,36,Horstmann,133.19561181012773,-133.19561181012773,274.39122362025546,284.8119043642078,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,6,32,0.00015259338346003878,,3.657995476784175e-05,1e-06,5.0,0.0,0.0,True,True
q_learning,100,36,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.15000000000000002,0.0,,,,6.867648603722898,1.6573082317467538,False,False
pvl_delta,100,37,Horstmann,133.4812934236314,-133.4812934236314,274.9625868472628,285.38326759121514,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,500,68,32,0.27265213747637146,,0.22753505901851506,1e-06,0.8033260621206318,0.0,0.0,True,True
q_learning,100,37,Horstmann,138.13859935216124,-138.13859935216124,280.2771987043225,285.4875390762987,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,11,1,0.05524461515305004,0.5951402173983306,,,,5.314611857059674,0.10427148508352957,False,False
pvl_delta,100,38,Horstmann,78.17825653411418,-78.17825653411418,164.35651306822837,174.77719381218074,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,595,81,32,0.18381834762381652,,0.5765575607163533,1e-06,1.5545666799851505,0.0,0.0,True,True
q_learning,100,38,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,116.90235915574999,111.69201878377382,False,False
pvl_delta,100,39,Horstmann,110.65778065766293,-110.65778065766293,229.31556131532585,239.73624205927823,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85,13,32,0.6844407731871762,,0.6904733335376091,1e-06,1.1222897523308848,0.0,0.0,True,True
q_learning,100,39,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,51.943310908652506,46.73297053667633,False,False
pvl_delta,100,40,Horstmann,109.90923839036505,-109.90923839036505,227.8184767807301,238.23915752468247,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,300,30,32,0.0008818565917614315,,0.15173477698803192,5.253779061006896,5.0,0.0,0.0,True,True
q_learning,100,40,Horstmann,133.64581176356128,-133.64581176356128,271.29162352712257,276.50196389909877,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,14,1,0.028214043854357433,4.062700670275836,,,,43.47314674639247,38.2628063744163,False,False
pvl_delta,100,41,Horstmann,120.01890492811032,-120.01890492811032,248.03780985622063,258.458490600173,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,640,96,32,0.009813048861522603,,0.8854408841753038,1.0382878285586932,2.688720164726634,2.0004722186708364,7.210812590647009,False,False
q_learning,100,41,Horstmann,121.0186688187749,-121.0186688187749,246.0373376375498,251.24767800952597,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81,20,1,0.007074925658166527,20.0,,,,0.0,0.0,True,True
pvl_delta,100,42,Horstmann,138.62943611054348,-138.62943611054348,285.25887222108696,295.6795529650393,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2,32,1e-06,,1e-06,1e-06,1.7901425572316716e-05,3.9999999971086027,9.210340369084747,False,False
q_learning,100,42,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,0.0,0.0,True,True
pvl_delta,100,43,Horstmann,134.16005553891333,-134.16005553891333,276.32011107782665,286.740791821779,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,225,25,32,0.0001418291083563303,,1e-06,4.133685446696893,4.999999994302904,4.314669270779234,9.525009642755379,False,False
q_learning,100,43,Horstmann,134.0027209035237,-134.0027209035237,272.0054418070474,277.2157821790236,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57,12,1,0.9753813582636344,0.21823407281704943,,,,0.0,0.0,True,True
pvl_delta,100,44,Horstmann,117.47847291788061,-117.47847291788061,242.95694583576122,253.3776265797136,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,185,17,32,0.0004954169790468069,,1e-06,1e-06,5.0,0.0,5.208300757225288,True,False
q_learning,100,44,Horstmann,119.47949272525607,-119.47949272525607,242.95898545051213,248.1693258224883,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,21,1,0.006431810453635559,20.0,,,,0.002039614750913188,0.0,False,True
pvl_delta,100,45,Horstmann,120.1358886076475,-120.1358886076475,248.271777215295,258.69245795924735,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,600,75,32,0.07894105266256307,,0.9106027504820304,0.2506871800068953,1.4811764942855161,0.0,0.0,True,True
q_learning,100,45,Horstmann,137.8461683496994,-137.8461683496994,279.6923366993988,284.902677071375,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,10,1,1.0,0.07028888428978808,,,,31.42055948410382,26.210219112127675,False,False
pvl_delta,100,46,Horstmann,59.46315560789666,-59.46315560789666,126.92631121579332,137.34699195974568,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,95,14,32,0.8731398878237578,,0.4809636838813924,0.09793615101740454,1.511768695743151,0.0,0.0,True,True
q_learning,100,46,Horstmann,86.20544239426289,-86.20544239426289,176.41088478852578,181.62122516050195,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,17,1,0.014508531621845686,20.0,,,,49.48457357273246,44.27423320075627,False,False
pvl_delta,100,47,Horstmann,129.6194309916501,-129.6194309916501,267.2388619833002,277.65954272725253,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,410,54,32,0.25066305008666584,,1e-06,1e-06,0.8638260822614654,0.0,0.0,True,True
q_learning,100,47,Horstmann,137.4046545660452,-137.4046545660452,278.8093091320904,284.0196495040666,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,8,1,0.10242705308946076,0.542948774934985,,,,11.570447148790208,6.360106776814064,False,False
pvl_delta,100,48,Horstmann,112.03906500144147,-112.03906500144147,232.07813000288294,242.49881074683532,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,20,32,0.999999,,1e-06,1.423935019558289,0.5982837037377233,0.0,0.0,True,True
q_learning,100,48,Horstmann,126.1880103295479,-126.1880103295479,256.3760206590958,261.586361031072,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,9,1,0.33271814497677715,0.6832361716693635,,,,24.297890656212843,19.08755028423667,False,False
pvl_delta,100,49,Horstmann,128.6469453898434,-128.6469453898434,265.2938907796868,275.71457152363917,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,445,59,32,0.3580670984288362,,0.035150481095827864,1e-06,0.924073856826872,0.0,0.0,True,True
q_learning,100,49,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,15.964981444291539,10.754641072315394,False,False
pvl_delta,100,50,Horstmann,89.182937156799,-89.182937156799,186.365874313598,196.78655505755037,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,550,77,32,0.999999,,2.0,0.00024161309436197153,1.1870062537335717,0.0,0.0,True,True
q_learning,100,50,Horstmann,138.62943611198918,-138.62943611198918,281.25887222397836,286.46921259595456,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,1,0.0,0.0,,,,94.89299791038036,89.68265753840419,False,False
